Path,Cohort,Trial,Round,Phase,Role,participant_ID,parent/puzzler,team_ID,E4_nr,upset,hostile,alert,ashamed,inspired,nervous,determined,attentive,afraid,active,frustrated,difficulty,BVP_duration,BVP_n,HR_duration,HR_n,EDA_duration,EDA_n,TEMP_duration,TEMP_n
dataset_orig/D1_1/ID_3/round_1/phase1,D1_1,ID_3,round_1,phase1,parent,1.0,0.0,1.0,A03701,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,,0 days 00:07:22.265625,28306,0 days 00:07:21,442,0 days 00:07:22,1769,0 days 00:07:22,1769
dataset_orig/D1_1/ID_3/round_1/phase2,D1_1,ID_3,round_1,phase2,parent,1.0,0.0,1.0,A03701,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0 days 00:05:45.484375,22112,0 days 00:05:44,345,0 days 00:05:45.250000,1382,0 days 00:05:45.250000,1382
dataset_orig/D1_1/ID_3/round_1/phase3,D1_1,ID_3,round_1,phase3,parent,1.0,0.0,1.0,A03701,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,,0 days 00:06:09.078125,23622,0 days 00:06:08,369,0 days 00:06:08.750000,1476,0 days 00:06:08.750000,1476
dataset_orig/D1_1/ID_3/round_2/phase1,D1_1,ID_3,round_2,phase1,parent,1.0,0.0,1.0,A03701,3.0,3.0,1.0,1.0,,1.0,2.0,3.0,4.0,2.0,4.0,,0 days 00:05:04.765625,19506,0 days 00:05:04,305,0 days 00:05:04.500000,1219,0 days 00:05:04.500000,1219
dataset_orig/D1_1/ID_3/round_2/phase2,D1_1,ID_3,round_2,phase2,parent,1.0,0.0,1.0,A03701,3.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,4.0,7.0,0 days 00:07:04.781250,27187,0 days 00:07:03,424,0 days 00:07:04.500000,1699,0 days 00:07:04.500000,1699
dataset_orig/D1_1/ID_3/round_2/phase3,D1_1,ID_3,round_2,phase3,parent,1.0,0.0,1.0,A03701,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,,0 days 00:05:05.843750,19575,0 days 00:05:04,305,0 days 00:05:05.500000,1223,0 days 00:05:05.500000,1223
dataset_orig/D1_1/ID_3/round_3/phase1,D1_1,ID_3,round_3,phase1,parent,1.0,0.0,1.0,A03701,2.0,1.0,2.0,1.0,,1.0,3.0,3.0,1.0,2.0,2.0,,0 days 00:04:58.203125,19086,0 days 00:04:58,299,0 days 00:04:58,1193,0 days 00:04:58,1193
dataset_orig/D1_1/ID_3/round_3/phase2,D1_1,ID_3,round_3,phase2,parent,1.0,0.0,1.0,A03701,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,6.0,0 days 00:05:12.375000,19993,0 days 00:05:12,313,0 days 00:05:12.250000,1250,0 days 00:05:12.250000,1250
dataset_orig/D1_1/ID_3/round_3/phase3,D1_1,ID_3,round_3,phase3,parent,1.0,0.0,1.0,A03701,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,1.0,,0 days 00:05:05.656250,19563,0 days 00:05:05,306,0 days 00:05:05.500000,1223,0 days 00:05:05.500000,1223
dataset_orig/D1_1/ID_3/round_4/phase1,D1_1,ID_3,round_4,phase1,parent,1.0,0.0,1.0,A03701,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,,0 days 00:05:04.906250,19515,0 days 00:05:04,305,0 days 00:05:04.500000,1219,0 days 00:05:04.500000,1219
dataset_orig/D1_1/ID_3/round_4/phase2,D1_1,ID_3,round_4,phase2,parent,1.0,0.0,1.0,A03701,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,,0 days 00:05:09.734375,19824,0 days 00:05:08,309,0 days 00:05:09.500000,1239,0 days 00:05:09.500000,1239
dataset_orig/D1_1/ID_3/round_4/phase3,D1_1,ID_3,round_4,phase3,parent,1.0,0.0,1.0,A03701,2.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,,0 days 00:05:06.046875,19588,0 days 00:05:05,306,0 days 00:05:05.750000,1224,0 days 00:05:05.750000,1224
dataset_orig/D1_1/ID_8/round_1/phase1,D1_1,ID_8,round_1,phase1,puzzler,2.0,1.0,1.0,A0306B,1.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,,0 days 00:07:24.234375,28432,0 days 00:07:23,444,0 days 00:07:24,1777,0 days 00:07:24,1777
dataset_orig/D1_1/ID_8/round_1/phase2,D1_1,ID_8,round_1,phase2,puzzler,2.0,1.0,1.0,A0306B,1.0,1.0,4.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,0 days 00:05:43.875000,22009,0 days 00:05:43,344,0 days 00:05:43.750000,1376,0 days 00:05:43.750000,1376
dataset_orig/D1_1/ID_8/round_1/phase3,D1_1,ID_8,round_1,phase3,puzzler,2.0,1.0,1.0,A0306B,1.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,,0 days 00:06:06.984375,23488,0 days 00:06:06,367,0 days 00:06:06.750000,1468,0 days 00:06:06.750000,1468
dataset_orig/D1_1/ID_8/round_2/phase1,D1_1,ID_8,round_2,phase1,puzzler,2.0,1.0,1.0,A0306B,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,0 days 00:05:06.093750,19591,0 days 00:05:05,306,0 days 00:05:05.750000,1224,0 days 00:05:05.750000,1224
dataset_orig/D1_1/ID_8/round_2/phase2,D1_1,ID_8,round_2,phase2,puzzler,2.0,1.0,1.0,A0306B,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,8.0,0 days 00:07:01.718750,26991,0 days 00:07:01,422,0 days 00:07:01.500000,1687,0 days 00:07:01.500000,1687
dataset_orig/D1_1/ID_8/round_2/phase3,D1_1,ID_8,round_2,phase3,puzzler,2.0,1.0,1.0,A0306B,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,,0 days 00:05:30.484375,21152,0 days 00:05:29,330,0 days 00:05:30.250000,1322,0 days 00:05:30.250000,1322
dataset_orig/D1_1/ID_8/round_3/phase1,D1_1,ID_8,round_3,phase1,puzzler,2.0,1.0,1.0,A0306B,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,0 days 00:04:57.015625,19010,0 days 00:04:56,297,0 days 00:04:56.750000,1188,0 days 00:04:56.750000,1188
dataset_orig/D1_1/ID_8/round_3/phase2,D1_1,ID_8,round_3,phase2,puzzler,2.0,1.0,1.0,A0306B,1.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,7.0,0 days 00:05:25.296875,20820,0 days 00:05:24,325,0 days 00:05:25,1301,0 days 00:05:25,1301
dataset_orig/D1_1/ID_8/round_3/phase3,D1_1,ID_8,round_3,phase3,puzzler,2.0,1.0,1.0,A0306B,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,,0 days 00:05:03.765625,19442,0 days 00:05:03,304,0 days 00:05:03.500000,1215,0 days 00:05:03.500000,1215
dataset_orig/D1_1/ID_8/round_4/phase1,D1_1,ID_8,round_4,phase1,puzzler,2.0,1.0,1.0,A0306B,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,,0 days 00:05:03.437500,19421,0 days 00:05:02,303,0 days 00:05:03.250000,1214,0 days 00:05:03.250000,1214
dataset_orig/D1_1/ID_8/round_4/phase2,D1_1,ID_8,round_4,phase2,puzzler,2.0,1.0,1.0,A0306B,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,7.0,8.0,0 days 00:05:12.296875,19988,0 days 00:05:11,312,0 days 00:05:12,1249,0 days 00:05:12,1249
dataset_orig/D1_1/ID_8/round_4/phase3,D1_1,ID_8,round_4,phase3,puzzler,2.0,1.0,1.0,A0306B,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,,0 days 00:05:02.296875,19348,0 days 00:05:01,302,0 days 00:05:02,1209,0 days 00:05:02,1209
dataset_orig/D1_1/ID_4/round_1/phase1,D1_1,ID_4,round_1,phase1,puzzler,3.0,1.0,3.0,A02FBE,1.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,,0 days 00:05:34.015625,21378,0 days 00:05:33,334,0 days 00:05:33.750000,1336,0 days 00:05:33.750000,1336
dataset_orig/D1_1/ID_4/round_1/phase2,D1_1,ID_4,round_1,phase2,puzzler,3.0,1.0,3.0,A02FBE,3.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,7.0,0 days 00:07:25.843750,28535,0 days 00:07:25,446,0 days 00:07:25.750000,1784,0 days 00:07:25.750000,1784
dataset_orig/D1_1/ID_4/round_1/phase3,D1_1,ID_4,round_1,phase3,puzzler,3.0,1.0,3.0,A02FBE,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,,0 days 00:05:58.156250,22923,0 days 00:05:57,358,0 days 00:05:57.750000,1432,0 days 00:05:57.750000,1432
dataset_orig/D1_1/ID_4/round_2/phase1,D1_1,ID_4,round_2,phase1,puzzler,3.0,1.0,3.0,A02FBE,1.0,1.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,,0 days 00:03:57.718750,15215,0 days 00:03:47,228,0 days 00:03:57.500000,951,0 days 00:03:57.500000,951
dataset_orig/D1_1/ID_4/round_2/phase2,D1_1,ID_4,round_2,phase2,puzzler,3.0,1.0,3.0,A02FBE,4.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,6.0,6.0,0 days 00:05:08.343750,19735,0 days 00:05:07,308,0 days 00:05:08,1233,0 days 00:05:08,1233
dataset_orig/D1_1/ID_4/round_2/phase3,D1_1,ID_4,round_2,phase3,puzzler,3.0,1.0,3.0,A02FBE,2.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,5.0,,0 days 00:05:00.031250,19203,0 days 00:04:59,300,0 days 00:04:59.750000,1200,0 days 00:04:59.750000,1200
dataset_orig/D1_1/ID_4/round_3/phase1,D1_1,ID_4,round_3,phase1,puzzler,3.0,1.0,3.0,A02FBE,2.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,4.0,,0 days 00:04:53.125000,18761,0 days 00:04:52,293,0 days 00:04:53,1173,0 days 00:04:53,1173
dataset_orig/D1_1/ID_4/round_3/phase2,D1_1,ID_4,round_3,phase2,puzzler,3.0,1.0,3.0,A02FBE,2.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,6.0,7.0,0 days 00:05:20.125000,20489,0 days 00:05:19,320,0 days 00:05:19.750000,1280,0 days 00:05:19.750000,1280
dataset_orig/D1_1/ID_4/round_3/phase3,D1_1,ID_4,round_3,phase3,puzzler,3.0,1.0,3.0,A02FBE,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,,0 days 00:05:11.890625,19962,0 days 00:05:11,312,0 days 00:05:11.750000,1248,0 days 00:05:11.750000,1248
dataset_orig/D1_1/ID_4/round_4/phase1,D1_1,ID_4,round_4,phase1,puzzler,3.0,1.0,3.0,A02FBE,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,,0 days 00:05:01.046875,19268,0 days 00:05:00,301,0 days 00:05:00.750000,1204,0 days 00:05:00.750000,1204
dataset_orig/D1_1/ID_4/round_4/phase2,D1_1,ID_4,round_4,phase2,puzzler,3.0,1.0,3.0,A02FBE,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,6.0,0 days 00:05:09.234375,19792,0 days 00:05:09,310,0 days 00:05:09,1237,0 days 00:05:09,1237
dataset_orig/D1_1/ID_4/round_4/phase3,D1_1,ID_4,round_4,phase3,puzzler,3.0,1.0,3.0,A02FBE,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,,0 days 00:05:04.875000,19513,0 days 00:05:04,305,0 days 00:05:04.750000,1220,0 days 00:05:04.750000,1220
dataset_orig/D1_1/ID_5/round_1/phase1,D1_1,ID_5,round_1,phase1,parent,4.0,0.0,3.0,A03857,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,,0 days 00:07:26.796875,28596,0 days 00:07:26,447,0 days 00:07:26.500000,1787,0 days 00:07:26.500000,1787
dataset_orig/D1_1/ID_5/round_1/phase2,D1_1,ID_5,round_1,phase2,parent,4.0,0.0,3.0,A03857,2.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,7.0,0 days 00:05:52.484375,22560,0 days 00:05:52,353,0 days 00:05:52.250000,1410,0 days 00:05:52.250000,1410
dataset_orig/D1_1/ID_5/round_1/phase3,D1_1,ID_5,round_1,phase3,parent,4.0,0.0,3.0,A03857,2.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,,0 days 00:05:58.265625,22930,0 days 00:05:57,358,0 days 00:05:58,1433,0 days 00:05:58,1433
dataset_orig/D1_1/ID_5/round_2/phase1,D1_1,ID_5,round_2,phase1,parent,4.0,0.0,3.0,A03857,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,,0 days 00:05:05.484375,19552,0 days 00:05:04,305,0 days 00:05:05.250000,1222,0 days 00:05:05.250000,1222
dataset_orig/D1_1/ID_5/round_2/phase2,D1_1,ID_5,round_2,phase2,parent,4.0,0.0,3.0,A03857,3.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,7.0,9.0,0 days 00:05:16.078125,20230,0 days 00:05:15,316,0 days 00:05:15.750000,1264,0 days 00:05:15.750000,1264
dataset_orig/D1_1/ID_5/round_2/phase3,D1_1,ID_5,round_2,phase3,parent,4.0,0.0,3.0,A03857,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,6.0,,0 days 00:05:04.593750,19495,0 days 00:05:04,305,0 days 00:05:04.500000,1219,0 days 00:05:04.500000,1219
dataset_orig/D1_1/ID_5/round_3/phase1,D1_1,ID_5,round_3,phase1,parent,4.0,0.0,3.0,A03857,2.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,,0 days 00:04:57.859375,19064,0 days 00:04:57,298,0 days 00:04:57.750000,1192,0 days 00:04:57.750000,1192
dataset_orig/D1_1/ID_5/round_3/phase2,D1_1,ID_5,round_3,phase2,parent,4.0,0.0,3.0,A03857,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,0 days 00:05:19.921875,20476,0 days 00:05:19,320,0 days 00:05:19.750000,1280,0 days 00:05:19.750000,1280
dataset_orig/D1_1/ID_5/round_3/phase3,D1_1,ID_5,round_3,phase3,parent,4.0,0.0,3.0,A03857,1.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,2.0,5.0,,0 days 00:05:07.734375,19696,0 days 00:05:06,307,0 days 00:05:07.500000,1231,0 days 00:05:07.500000,1231
dataset_orig/D1_1/ID_5/round_4/phase1,D1_1,ID_5,round_4,phase1,parent,4.0,0.0,3.0,A03857,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,0 days 00:05:36.781250,21555,0 days 00:05:36,337,0 days 00:05:36.500000,1347,0 days 00:05:36.500000,1347
dataset_orig/D1_1/ID_5/round_4/phase2,D1_1,ID_5,round_4,phase2,parent,4.0,0.0,3.0,A03857,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,6.0,0 days 00:05:10.546875,19876,0 days 00:05:10,311,0 days 00:05:10.250000,1242,0 days 00:05:10.250000,1242
dataset_orig/D1_1/ID_5/round_4/phase3,D1_1,ID_5,round_4,phase3,parent,4.0,0.0,3.0,A03857,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,,0 days 00:05:06.515625,19618,0 days 00:05:06,307,0 days 00:05:06.250000,1226,0 days 00:05:06.250000,1226
dataset_orig/D1_1/ID_7/round_1/phase1,D1_1,ID_7,round_1,phase1,puzzler,6.0,1.0,4.0,A03072,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,,0 days 00:07:26.093750,28551,0 days 00:07:25,446,0 days 00:07:25.750000,1784,0 days 00:07:25.750000,1784
dataset_orig/D1_1/ID_7/round_1/phase2,D1_1,ID_7,round_1,phase2,puzzler,6.0,1.0,4.0,A03072,1.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,7.0,0 days 00:05:42.765625,21938,0 days 00:05:42,343,0 days 00:05:42.500000,1371,0 days 00:05:42.500000,1371
dataset_orig/D1_1/ID_7/round_1/phase3,D1_1,ID_7,round_1,phase3,puzzler,6.0,1.0,4.0,A03072,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,,0 days 00:05:00.031250,19203,0 days 00:04:59,300,0 days 00:05:00,1201,0 days 00:05:00,1201
dataset_orig/D1_1/ID_7/round_2/phase1,D1_1,ID_7,round_2,phase1,puzzler,6.0,1.0,4.0,A03072,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,0 days 00:05:05.765625,19570,0 days 00:05:05,306,0 days 00:05:05.750000,1224,0 days 00:05:05.750000,1224
dataset_orig/D1_1/ID_7/round_2/phase2,D1_1,ID_7,round_2,phase2,puzzler,6.0,1.0,4.0,A03072,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,5.0,8.0,0 days 00:05:19.156250,20427,0 days 00:05:19,320,0 days 00:05:19,1277,0 days 00:05:19,1277
dataset_orig/D1_1/ID_7/round_2/phase3,D1_1,ID_7,round_2,phase3,puzzler,6.0,1.0,4.0,A03072,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,0 days 00:05:30.656250,21163,0 days 00:05:30,331,0 days 00:05:30.250000,1322,0 days 00:05:30.250000,1322
dataset_orig/D1_1/ID_7/round_3/phase1,D1_1,ID_7,round_3,phase1,puzzler,6.0,1.0,4.0,A03072,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,,0 days 00:05:05.593750,19559,0 days 00:05:05,306,0 days 00:05:05.500000,1223,0 days 00:05:05.500000,1223
dataset_orig/D1_1/ID_7/round_3/phase2,D1_1,ID_7,round_3,phase2,puzzler,6.0,1.0,4.0,A03072,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,5.0,7.0,0 days 00:05:20.125000,20489,0 days 00:05:19,320,0 days 00:05:19.750000,1280,0 days 00:05:19.750000,1280
dataset_orig/D1_1/ID_7/round_3/phase3,D1_1,ID_7,round_3,phase3,puzzler,6.0,1.0,4.0,A03072,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,0 days 00:05:05.187500,19533,0 days 00:05:04,305,0 days 00:05:05,1221,0 days 00:05:05,1221
dataset_orig/D1_1/ID_7/round_4/phase1,D1_1,ID_7,round_4,phase1,puzzler,6.0,1.0,4.0,A03072,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0,,0 days 00:05:32.984375,21312,0 days 00:05:32,333,0 days 00:05:32.750000,1332,0 days 00:05:32.750000,1332
dataset_orig/D1_1/ID_7/round_4/phase2,D1_1,ID_7,round_4,phase2,puzzler,6.0,1.0,4.0,A03072,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,0 days 00:05:12.046875,19972,0 days 00:05:11,312,0 days 00:05:11.750000,1248,0 days 00:05:11.750000,1248
dataset_orig/D1_1/ID_7/round_4/phase3,D1_1,ID_7,round_4,phase3,puzzler,6.0,1.0,4.0,A03072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0 days 00:05:06.765625,19634,0 days 00:05:06,307,0 days 00:05:06.500000,1227,0 days 00:05:06.500000,1227
dataset_orig/D1_1/ID_6/round_1/phase1,D1_1,ID_6,round_1,phase1,parent,5.0,0.0,4.0,A02B10,1.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,,0 days 00:07:27.625000,28649,0 days 00:07:27,448,0 days 00:07:27.250000,1790,0 days 00:07:27.250000,1790
dataset_orig/D1_1/ID_6/round_1/phase2,D1_1,ID_6,round_1,phase2,parent,5.0,0.0,4.0,A02B10,1.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,6.0,0 days 00:05:47.453125,22238,0 days 00:05:46,347,0 days 00:05:47.250000,1390,0 days 00:05:47.250000,1390
dataset_orig/D1_1/ID_6/round_1/phase3,D1_1,ID_6,round_1,phase3,parent,5.0,0.0,4.0,A02B10,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,,0 days 00:04:59.343750,19159,0 days 00:04:58,299,0 days 00:04:59.250000,1198,0 days 00:04:59.250000,1198
dataset_orig/D1_1/ID_6/round_2/phase1,D1_1,ID_6,round_2,phase1,parent,5.0,0.0,4.0,A02B10,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,,0 days 00:05:05.906250,19579,0 days 00:05:05,306,0 days 00:05:05.500000,1223,0 days 00:05:05.500000,1223
dataset_orig/D1_1/ID_6/round_2/phase2,D1_1,ID_6,round_2,phase2,parent,5.0,0.0,4.0,A02B10,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0,8.0,0 days 00:05:17.843750,20343,0 days 00:05:17,318,0 days 00:05:17.750000,1272,0 days 00:05:17.750000,1272
dataset_orig/D1_1/ID_6/round_2/phase3,D1_1,ID_6,round_2,phase3,parent,5.0,0.0,4.0,A02B10,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,,0 days 00:05:24.796875,20788,0 days 00:05:24,325,0 days 00:05:24.500000,1299,0 days 00:05:24.500000,1299
dataset_orig/D1_1/ID_6/round_3/phase1,D1_1,ID_6,round_3,phase1,parent,5.0,0.0,4.0,A02B10,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,0 days 00:04:57.375000,19033,0 days 00:04:56,297,0 days 00:04:57,1189,0 days 00:04:57,1189
dataset_orig/D1_1/ID_6/round_3/phase2,D1_1,ID_6,round_3,phase2,parent,5.0,0.0,4.0,A02B10,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,5.0,0 days 00:05:22.046875,20612,0 days 00:05:21,322,0 days 00:05:21.750000,1288,0 days 00:05:21.750000,1288
dataset_orig/D1_1/ID_6/round_3/phase3,D1_1,ID_6,round_3,phase3,parent,5.0,0.0,4.0,A02B10,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,0 days 00:05:05.734375,19568,0 days 00:05:05,306,0 days 00:05:05.500000,1223,0 days 00:05:05.500000,1223
dataset_orig/D1_1/ID_6/round_4/phase1,D1_1,ID_6,round_4,phase1,parent,5.0,0.0,4.0,A02B10,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,0 days 00:05:02.078125,19334,0 days 00:05:01,302,0 days 00:05:01.750000,1208,0 days 00:05:01.750000,1208
dataset_orig/D1_1/ID_6/round_4/phase2,D1_1,ID_6,round_4,phase2,parent,5.0,0.0,4.0,A02B10,1.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,3.0,5.0,4.0,0 days 00:05:12.078125,19974,0 days 00:05:12,313,0 days 00:05:12,1249,0 days 00:05:12,1249
dataset_orig/D1_1/ID_6/round_4/phase3,D1_1,ID_6,round_4,phase3,parent,5.0,0.0,4.0,A02B10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0 days 00:05:07.875000,19705,0 days 00:05:07,308,0 days 00:05:07.750000,1232,0 days 00:05:07.750000,1232
dataset_orig/D1_1/ID_2/round_1/phase1,D1_1,ID_2,round_1,phase1,parent,8.0,0.0,2.0,A03804,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,0 days 00:03:48.671875,14636,0 days 00:03:48,229,0 days 00:03:48.500000,915,0 days 00:03:48.500000,915
dataset_orig/D1_1/ID_2/round_1/phase2,D1_1,ID_2,round_1,phase2,parent,8.0,0.0,2.0,A03804,3.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,0 days 00:05:44.203125,22030,0 days 00:05:44,345,0 days 00:05:44,1377,0 days 00:05:44,1377
dataset_orig/D1_1/ID_2/round_1/phase3,D1_1,ID_2,round_1,phase3,parent,8.0,0.0,2.0,A03804,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,0 days 00:06:09.062500,23621,0 days 00:06:08,369,0 days 00:06:08.750000,1476,0 days 00:06:08.750000,1476
dataset_orig/D1_1/ID_2/round_2/phase1,D1_1,ID_2,round_2,phase1,parent,8.0,0.0,2.0,A03804,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,0 days 00:05:08.265625,19730,0 days 00:05:07,308,0 days 00:05:08,1233,0 days 00:05:08,1233
dataset_orig/D1_1/ID_2/round_2/phase2,D1_1,ID_2,round_2,phase2,parent,8.0,0.0,2.0,A03804,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,0 days 00:05:17.984375,20352,0 days 00:05:17,318,0 days 00:05:17.750000,1272,0 days 00:05:17.750000,1272
dataset_orig/D1_1/ID_2/round_2/phase3,D1_1,ID_2,round_2,phase3,parent,8.0,0.0,2.0,A03804,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,0 days 00:05:32.765625,21298,0 days 00:05:32,333,0 days 00:05:32.500000,1331,0 days 00:05:32.500000,1331
dataset_orig/D1_1/ID_2/round_3/phase1,D1_1,ID_2,round_3,phase1,parent,8.0,0.0,2.0,A03804,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,,0 days 00:04:57.562500,19045,0 days 00:04:57,298,0 days 00:04:57.500000,1191,0 days 00:04:57.500000,1191
dataset_orig/D1_1/ID_2/round_3/phase2,D1_1,ID_2,round_3,phase2,parent,8.0,0.0,2.0,A03804,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,0 days 00:05:12.531250,20003,0 days 00:05:11,312,0 days 00:05:12.250000,1250,0 days 00:05:12.250000,1250
dataset_orig/D1_1/ID_2/round_3/phase3,D1_1,ID_2,round_3,phase3,parent,8.0,0.0,2.0,A03804,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,0 days 00:05:05.218750,19535,0 days 00:05:04,305,0 days 00:05:05,1221,0 days 00:05:05,1221
dataset_orig/D1_1/ID_2/round_4/phase1,D1_1,ID_2,round_4,phase1,parent,8.0,0.0,2.0,A03804,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,0 days 00:05:29.453125,21086,0 days 00:05:29,330,0 days 00:05:29.250000,1318,0 days 00:05:29.250000,1318
